,links
0,3D audio
1,41st Annie Awards
2,4Gamer.net
3,AOL
4,Abby (The Last of Us)
5,Academy of Interactive Arts & Sciences
6,Action-adventure
7,Action-adventure game
8,Alberta
9,Ali Abbasi (director)
10,Amy Hennig
11,Andy Gavin
12,Annie Award for Best Animated Video Game
13,Annie Wersching
14,Apocalyptic and post-apocalyptic fiction
15,Ars Technica
16,Art of the Title
17,Artificial intelligence (video games)
18,Ashley Johnson (actress)
19,Ashley Scott
20,Audio commentary
21,"Austin, Texas"
22,Australian Broadcasting Corporation
23,Avatar (computing)
24,BAFTA Interactive Entertainment Awards
25,BBC
26,Batman: Arkham Asylum
27,Batman: Arkham City
28,Battlefield 1942
29,Bauer Media Group
30,Bella Ramsey
31,Best-selling video games
32,BioShock
33,Black-market
34,Bob Rafei
35,"Boston, Massachusetts"
36,Brandon Scott (actor)
37,British Academy Games Award for Best Game
38,British Academy Games Awards
39,British Academy Video Games Awards
40,Bruce Straley
41,Business Insider
42,Bustle Digital Group
43,CBC News
44,CBS Interactive
45,Call of Duty: Black Ops II
46,Call of Duty (video game)
47,Call of Duty 4: Modern Warfare
48,Canada.com
49,Cannibalism
50,Carolyn Strauss
51,Characterization
52,Charles Zembillas
53,Chart-Track
54,Collider (website)
55,Computer and Video Games
56,Computing platform
57,Condé Nast
58,Cooperative video game
59,Cordyceps
60,Corrinne Yu
61,Cover system
62,Craig Mazin
63,Crash Bandicoot
64,Crash Bandicoot: Warped
65,Crash Bandicoot (video game)
66,Crash Bandicoot 2: Cortex Strikes Back
67,Crash Team Racing
68,CraveOnline
69,D.I.C.E. Award for Game of the Year
70,Daily Telegraph
71,Dark Horse Comics
72,Deadline Hollywood
73,Deathmatch
74,Defy Media
75,Destiny (video game)
76,Destructoid
77,Deus Ex (video game)
78,Development hell
79,Development of The Last of Us
80,Development of The Last of Us Part II
81,Diablo II
82,Digital Spy
83,Dishonored
84,Downloadable content
85,Dragon Age: Inquisition
86,Draw distance
87,Dream Zone
88,DualSense
89,DualShock 4
90,Dystopian
91,EP Daily
92,Edge (magazine)
93,Eldridge Industries
94,Electronic Entertainment Expo
95,Electronic Gaming Monthly
96,Ellie (The Last of Us)
97,Elliot Page
98,Emilia Schatz
99,Empire (film magazine)
100,Engadget
101,Enthusiast Gaming
102,Eurogamer
103,Evan Wells
104,FIFA 12
105,Facebook
106,Facebook features
107,Faith Erin Hicks
108,Fallout 3
109,Fallout 4
110,First aid kit
111,Flushed Away (video game)
112,Frame rate
113,Future plc
114,G/O Media
115,GLAAD
116,Gabriel Luna
117,Gamasutra
118,GameRankings
119,GameRevolution
120,GameSpot
121,GameStop
122,GameTrailers
123,Game Developers Choice Award for Game of the Year
124,Game Developers Choice Awards
125,Game Informer
126,Game Revolution
127,Game art design
128,Game engine
129,Gamer Network
130,GamesRadar
131,GamesRadar+
132,Gamesindustry.biz
133,Gawker Media
134,Gears of War (video game)
135,George A. Romero
136,GfK
137,Giant Bomb
138,God of War (2005 video game)
139,God of War (2018 video game)
140,GoldenEye 007 (1997 video game)
141,Golden Joystick Awards
142,Good Game (television series)
143,Gran Turismo 3: A-Spec
144,Grand Prix 4
145,Grand Theft Auto III
146,Grand Theft Auto IV
147,Grand Theft Auto V
148,Greatest video games ever made
149,Greenlit
150,Greg Miller (Internet celebrity)
151,Greg Miller (Internet personality)
152,Gustavo Santaolalla
153,HBO
154,Hades (video game)
155,Half-Life 2
156,Halley Gross
157,Halo: Combat Evolved
158,Hana Hayes
159,Hand-to-hand combat
160,Haptic technology
161,Health (gaming)
162,Hearst Corporation
163,Hirokazu Yasuhara
164,History of video game consoles (seventh generation)
165,Hurricane Katrina
166,Hydroelectric
167,IBT Media
168,IGN
169,IMDb
170,ISS Pro Evolution 2
171,Ico
172,Improvised weapons
173,Insanely Twisted Shadow Planet
174,Inscryption
175,Inside Gaming Awards
176,International Business Times
177,Inverse (website)
178,It Takes Two (video game)
179,"Jackson, Wyoming"
180,Jak 3
181,Jak II
182,Jak X: Combat Racing
183,Jak and Daxter
184,Jak and Daxter: The Precursor Legacy
185,Jasmila Žbanić
186,Jason Rubin
187,Jeffrey Pierce
188,Jim Sterling
189,Joel (The Last of Us)
190,John Hartigan (Sin City)
191,Josh Scherr
192,Journey (2012 video game)
193,Joystiq
194,Kantemir Balagov
195,Keef the Thief
196,Kotaku
197,Kung Fu Panda (video game)
198,L.A. Noire
199,LGBT themes in video games
200,Limbo (video game)
201,"Lincoln, Massachusetts"
202,Linear gameplay
203,List of Game of the Year awards
204,List of Naughty Dog video games
205,List of The Last of Us Part II characters
206,List of The Last of Us characters
207,List of accolades received by The Last of Us
208,List of accolades received by The Last of Us Part II
209,List of best-selling PlayStation 3 video games
210,List of best-selling PlayStation 4 video games
211,List of video games considered the best
212,LittleBigPlanet (2008 video game)
213,LittleBigPlanet (PlayStation 3)
214,Liza Johnson
215,MCV (magazine)
216,MRC (company)
217,Maisie Williams
218,Man of Steel (film)
219,Mashable
220,Mass Effect 2
221,Massachusetts State House
222,Max Payne (video game)
223,MediEvil II
224,Merle Dandridge
225,Metacritic
226,Metroid Prime
227,Middle-earth: Shadow of Mordor
228,Militia
229,Misty Lee
230,Molotov cocktail
231,Motion capture
232,Multiplayer
233,Music of The Last of Us
234,Music of The Last of Us Part II
235,Mycosis
236,NVPI
237,Nadji Jeter
238,Naughty Dog
239,Neil Druckmann
240,Neverwinter Nights (2002 video game)
241,Nico Parker
242,Night of the Living Dead
243,Nolan North
244,North America
245,"North End, Boston"
246,Online multiplayer
247,Outer Wilds
248,Overwatch
249,PAL region
250,PCMag
251,Pedro Pascal
252,Penske Media Corporation
253,Persona 5 Royal
254,Phantasy Star Online
255,Pilot episode
256,"Pittsburgh, Pennsylvania"
257,Planet Earth (2006 TV series)
258,PlayStation 3
259,PlayStation 4
260,PlayStation 5
261,PlayStation Blog
262,PlayStation Experience
263,PlayStation LifeStyle
264,PlayStation Official Magazine – UK
265,PlayStation Productions
266,PlayStation Store
267,PlayStation Studios
268,Pokémon: Yellow Version: Special Pikachu Edition
269,Polygon (website)
270,Portal (video game)
271,Portal 2
272,Positional advantage
273,Postmedia News
274,Pre-order
275,Prima Games
276,Push Square
277,Random House
278,Ratatouille (video game)
279,Read-through
280,Red Dead Redemption
281,Red Dead Redemption 2
282,Red Ventures
283,Resident Evil 4
284,Returnal (video game)
285,Reuben Langdon
286,Review aggregator
287,Rings of Power (video game)
288,Robert Polidori
289,Robin Atkin Downes
290,SELL
291,Safe
292,"Salt Lake City, Utah"
293,Sam Raimi
294,San Diego Studio
295,"Santa Monica, California"
296,Scientific American
297,Screen Gems
298,Season pass (video gaming)
299,Seventh generation of video game consoles
300,Shacknews
301,Shadow of the Colossus
302,Shiv (weapon)
303,Siliconera
304,Sin City
305,Single-player
306,Smuggler
307,Soft light
308,Sony Computer Entertainment
309,Sony Interactive Entertainment
310,Sony Pictures Television
311,Spawning (video gaming)
312,Special edition
313,Spike Video Game Awards
314,Springer Nature
315,Stand-alone expansion pack
316,Star Wars: Knights of the Old Republic (video game)
317,Stealth game
318,Subtext
319,Super Mario Galaxy
320,Survivalist
321,Survivor guilt
322,Sydney 2000 (video game)
323,TLoU
324,TechRadar
325,The A.V. Club
326,The Daily Telegraph
327,The Elder Scrolls V: Skyrim
328,The Escapist (magazine)
329,The Game Awards 2014
330,The Guardian
331,The Hollywood Reporter
332,The Independent
333,The Last of Us: American Dreams
334,The Last of Us: Left Behind
335,The Last of Us (TV series)
336,The Last of Us (disambiguation)
337,The Last of Us Part I
338,The Last of Us Part II
339,The Legend of Zelda: Breath of the Wild
340,The Legend of Zelda: Ocarina of Time
341,The New York Times
342,The Onion
343,The Sims (video game)
344,The Verge
345,The Washington Post
346,The Witcher 3: Wild Hunt
347,Tlou
348,Tokenism
349,Tom Clancy's Ghost Recon Advanced Warfighter
350,Tony Hawk's Pro Skater 2
351,Totalitarian
352,Troy Baker
353,Tutorial (video games)
354,UBM plc
355,USGamer
356,USgamer
357,Ultimate Spider-Man (video game)
358,Uncharted
359,Uncharted: Drake's Fortune
360,Uncharted: The Lost Legacy
361,Uncharted 2: Among Thieves
362,Uncharted 3: Drake's Deception
363,Uncharted 4: A Thief's End
364,United Kingdom
365,Untitled Goose Game
366,User interface design
367,VG247
368,VIAF (identifier)
369,Valence Media
370,Valiant Hearts: The Great War
371,Variety (magazine)
372,VentureBeat
373,Video Games Chronicle
374,Video game artist
375,Video game composer
376,Video game creative director
377,Video game designer
378,Video game developer
379,Video game genre
380,Video game graphics
381,Video game programmer
382,Video game publisher
383,Video game remake
384,Video game writer
385,Vijay S. Pande
386,Virtual camera system
387,Voice acting
388,Vox Media
389,W. Earl Brown
390,Way of the Warrior (video game)
391,What Remains of Edith Finch
392,Windows
393,Writers Guild of America Awards
394,XrossMediaBar
395,Ziff Davis
396,Zombie (fiction)
397,Wikipedia:Contents/Portals
398,Wikipedia:Featured articles
399,Template:Annie Award for Best Animated Video Game
400,Template:BAFTA Games BG
401,Template:DICE GOTY
402,Template:GDCA GOTY
403,Template:Naughty Dog
404,Template:The Last of Us
405,Template talk:Annie Award for Best Animated Video Game
406,Template talk:BAFTA Games BG
407,Template talk:DICE GOTY
408,Template talk:GDCA GOTY
409,Template talk:Naughty Dog
410,Template talk:The Last of Us
411,Help:Authority control
412,Category:Articles with BNF identifiers
413,Category:Articles with LCCN identifiers
414,Category:Articles with VIAF identifiers
415,Category:Articles with multiple identifiers
416,Category:Naughty Dog games
417,Category:The Last of Us
418,Category:Use mdy dates from June 2020
419,Portal:Speculative fiction
420,Portal:Speculative fiction/Horror
421,Portal:Video games
422,Portal:Viruses
