,(Everything I Do) I Do It for You,7 Rings,A Whiter Shade of Pale,All About That Bass,All I Want for Christmas Is You,Bad Romance,Bei Mir Bist Du Schön,Blurred Lines,Call Me Maybe,Chirpy Chirpy Cheep Cheep,Dance Monkey,Despacito,Earth Angel,Gangnam Style,Girls Like You,Grenade,Havana,Hips Don't Lie,I Took a Pill in Ibiza,I Want to Hold Your Hand,I Will Always Love You,I'm a Believer,If I Didn't Care,In the Summertime,Kung Fu Fighting,Lean On,Let It Go,Love Me like You Do,Love on the Brain,Love Yourself,Macarena,Moves Like Jagger,Mundian To Bach Ke,My Heart Will Go On,My Sharona,My Sweet Lord,Needed Me,Old Town Road,One Dance,Right Round,Rock Around the Clock,Rock Your Baby,Rolling in the Deep,Rudolph the Red-Nosed Reindeer,See You Again,Shape of You,Silent Night,Somebody That I Used to Know,Something Just Like This,Sweet Mother,Tennessee Waltz,The Last Farewell,Thinking Out Loud,Thrift Shop,Un-Break My Heart,Uptown Funk,Wabash Cannonball,Waka Waka (This Time for Africa),We Are the World,Y.M.C.A.,"Yes Sir, I Can Boogie",You're the One That I Want
I Will Always Love You,0.9071936451377165,0.900389865211999,0.8678920628289108,0.8089787172396764,0.9119359957577341,0.881953905064276,0.8588812480581767,0.9043225832976036,0.8942026803352847,0.9374458884904121,0.8639385171004559,0.9119738182512528,0.9435518560010451,0.8807292082587507,0.8848439216189313,0.8175855255331448,0.8341590958866397,0.865755075232759,0.9462995498635199,0.9249691137970484,1.0,0.8954981967993606,0.8794274999651801,0.907375569552615,0.9307184636221904,0.8435516697514337,0.9263474682405163,0.8986706311847752,0.9035462993988227,0.8834179300272939,0.9157604739939244,0.9097142800284699,0.7541104998248256,0.9257317800728557,0.9156128874039808,0.9592734743807716,0.8847488910471535,0.8822176898503631,0.8842157607729312,0.8831922235372514,0.9274372599823216,0.9021213816837539,0.9047859750942953,0.8579647045367041,0.949100127893494,0.8759409433253791,0.9135988502365252,0.9143780835959288,0.8810816747693705,0.911870790768337,0.9479503426315764,0.9029618898571746,0.8905306566995295,0.9051443547709737,0.8646568280129315,0.9190001339430806,0.9285833613151627,0.9043992169232863,0.9103042275497348,0.9108227123963268,0.937306303406468,0.9476779109762571
I'm a Believer,0.9460403882645801,0.9215382152436588,0.9120667328137234,0.8765974810673259,0.9025306116605116,0.8982919479748824,0.8316655714791514,0.9194244936816525,0.9082615659211977,0.916801279485535,0.9280880724572053,0.9419472017467002,0.9043968742113806,0.9354070090042245,0.9310349417180995,0.8110205900613996,0.8629604079182631,0.8756600614895619,0.9158615059511664,0.8998912845044109,0.8954981967993606,1.0,0.865041331542178,0.9213452407528967,0.9361928879010045,0.8927691665948918,0.8769026976109491,0.8815819001604205,0.9330053171710986,0.9186236725602307,0.8720988238059043,0.9511190857259653,0.8016589197314014,0.9260592269315315,0.9277075456899109,0.9032544877016802,0.8872240572221283,0.8962413670575506,0.9042688404168018,0.9129489671104737,0.9464137714709528,0.9423059582684142,0.9141378855025684,0.7870957529861646,0.9078874408466736,0.8994414237859619,0.8994025664052265,0.9356240293375746,0.8577260941787495,0.8658146365031495,0.8835336988834196,0.814587195369673,0.9191047507419695,0.9151546347451905,0.8941651369475011,0.9268721617977352,0.8856579776340754,0.9344650927843042,0.9119760504578871,0.8880238750714402,0.9368582181917108,0.9243483556914219
If I Didn't Care,0.8499523302200556,0.8133623619304298,0.8781806470339102,0.6959537386539509,0.8377180507467736,0.7818424980932775,0.808095580466672,0.824408154327237,0.8065803519809885,0.9413601880776692,0.8544774812077236,0.8380046706542916,0.8417062589335131,0.8187268265851954,0.7905783469938115,0.835851499664973,0.8309939734008328,0.7895915501753519,0.9126358532556439,0.9565374117722856,0.8794274999651801,0.865041331542178,1.0,0.906356063111571,0.9129865691103505,0.7486441091777899,0.8296353291957074,0.8720807288507267,0.8363674513484471,0.784958116438489,0.8388979997220433,0.8493850324491696,0.6537278211129854,0.8644545731622337,0.8679283590400412,0.869734150415404,0.7966698767894558,0.7746562734699889,0.8125576616145795,0.8086470804292731,0.8526352908562328,0.9088535163125265,0.8061610874708109,0.8669841422414302,0.8713976765251096,0.7820758750832363,0.8350992007107993,0.8143996714034192,0.7962323340421267,0.8420468509725638,0.8916334782019,0.9141120256416615,0.796404249211288,0.8426523692515654,0.7479477808394446,0.8363136418002293,0.8990937097479731,0.8250638947660658,0.9195736010684679,0.9021980536381199,0.9059740680039895,0.9408837012095979
In the Summertime,0.9032274870604319,0.8748084207382291,0.9562244317970661,0.786436438109034,0.849792332998538,0.8507994741556594,0.7891677445679323,0.874569975145565,0.8371317091969009,0.9683912734743705,0.94091996913362,0.8949645243903794,0.8710282520105056,0.8908811294193167,0.8541483363557131,0.7963512582594642,0.8935738208720291,0.8106807210955148,0.9489809125016014,0.9315000026895434,0.907375569552615,0.9213452407528967,0.906356063111571,1.0,0.9531565376950586,0.8097502083753727,0.8493308734091211,0.8324957833793141,0.8730699535580196,0.8336275684118561,0.890970370662429,0.905744605456625,0.6806557726215405,0.9329348117493725,0.9300368802053598,0.9131918135320533,0.8214496563492729,0.8630472844613348,0.8598172261180773,0.8461298126242497,0.9196072085523276,0.981511813457839,0.8588895264908027,0.8482298632130163,0.9162585326647714,0.8420028151469738,0.8782599177805767,0.8946436858472214,0.8310276971004862,0.8770613172482846,0.8815182124851279,0.8398900592446285,0.849662826254375,0.8855969943381287,0.7942196285749101,0.8942685538773667,0.9234727935740831,0.8771119642631366,0.9250889313925797,0.9246617155002513,0.9520548185827813,0.9537388678263442
Kung Fu Fighting,0.9298655018755476,0.9081880309298611,0.9240218557608001,0.8276377422436922,0.8909946114151213,0.888745511249611,0.855982585343368,0.9072839329066043,0.8841438907102386,0.9578308012869284,0.9069534422593166,0.934190860931412,0.913446006918049,0.9235335830423554,0.8841127062279664,0.847170680754803,0.9152755922270339,0.8667752056946317,0.9590215151446888,0.9377521842425544,0.9307184636221904,0.9361928879010045,0.9129865691103505,0.9531565376950586,1.0,0.8688230566314264,0.9056632340488583,0.9010698871196217,0.9097146124709062,0.8821212721888295,0.9120977770752213,0.9270632361280017,0.7854980562178199,0.9461763661932824,0.9123656735119534,0.9306765683959664,0.8748300025668607,0.8640007219002719,0.8901926172342026,0.8945436538373128,0.9387977082796554,0.951101762501778,0.8899512505539193,0.8672795708674472,0.9237673557138204,0.878367474399992,0.9322637866055902,0.9037701398383331,0.8746994467788213,0.900636496101212,0.9283399677363858,0.8776189593705863,0.8848246713526227,0.913778769372164,0.8491983791219587,0.9155436377696047,0.9454975743749573,0.9217472357848393,0.9248393837232047,0.9389032312706244,0.9516641547118743,0.9597419984676522
Lean On,0.9105806722472846,0.948167216807538,0.7865767729185427,0.8993683313249946,0.9259840520109743,0.8925976771105469,0.8245404197385547,0.9356778398371249,0.9306431456290877,0.813899455594875,0.8051460925455952,0.9413510578238011,0.8790826612462034,0.8740954015502069,0.9451362769826334,0.6877442265186595,0.740882960814445,0.9182566721727744,0.844951554690432,0.8115221997248618,0.8435516697514337,0.8927691665948918,0.7486441091777899,0.8097502083753727,0.8688230566314264,1.0,0.8971614534158548,0.8852747101705029,0.9344824717205691,0.9529642210519222,0.8088000781713152,0.9346273652363928,0.8675167445464255,0.8889692281183268,0.8773688105570416,0.8739784814733577,0.946893295663094,0.8766631374057923,0.9214773026369457,0.9455488880728726,0.8882689979913585,0.8282456528965296,0.9219602280317286,0.7117044371943175,0.879694091209516,0.9269964071467166,0.8789481195201876,0.8934074161585254,0.9050301935811924,0.8565334433422418,0.8470650703722938,0.7637895615170264,0.9446939502501503,0.9231894176733885,0.9299571461036961,0.9387052221851144,0.8159403309518884,0.9123946826554589,0.8202924659137827,0.8072095860968275,0.8661370327194328,0.8463309443515895
Let It Go,0.8957923968918122,0.9220836104217056,0.8070915966693197,0.8286889008062913,0.9192398700043163,0.8880050408187052,0.8423178110987635,0.9151552354060215,0.9281629622480732,0.8898975141988398,0.8228812897903754,0.9358499690954308,0.9265275955160766,0.8604998282100234,0.9043343583281596,0.7505602531542105,0.7865032969552799,0.9056712757418893,0.906606824767895,0.8770122377405448,0.9263474682405163,0.8769026976109491,0.8296353291957074,0.8493308734091211,0.9056632340488583,0.8971614534158548,1.0,0.9026750853525162,0.9304236525789022,0.9164815651965261,0.8802974637438311,0.9193282467288065,0.8010573907811074,0.9029557167291191,0.8933292266748005,0.9395888455226995,0.9253495518435169,0.8578251306212425,0.8944016563686175,0.9196585693875585,0.9095304864820465,0.8450560700002462,0.9265538517258368,0.8249894565399559,0.9270682538554899,0.9064630784686915,0.92175732350222,0.9028600224005648,0.9016428164168907,0.9094917774730793,0.9366524935232494,0.8675185891681977,0.9312202111544539,0.9068632336819037,0.9091424814752643,0.9251315428015168,0.8809596529589657,0.8982057726522704,0.8818275440933444,0.8650393666173154,0.8980100691656469,0.9145157598356782
Love Me like You Do,0.9285931392247256,0.9084590347006182,0.7976279583482578,0.8445301647450073,0.9395757326094423,0.8924274111452432,0.8990000772560205,0.9236844089799109,0.9260389685598482,0.867161040718784,0.8055630577237289,0.9155957426394092,0.9117092313910515,0.8662873013642514,0.9017657974031431,0.8027904405960218,0.7864682187435965,0.9234738581264408,0.9094469832336455,0.9068763213755923,0.8986706311847752,0.8815819001604205,0.8720807288507267,0.8324957833793141,0.9010698871196217,0.8852747101705029,0.9026750853525162,1.0,0.9296235267448185,0.9026118546115178,0.8620186055822175,0.9268195538166829,0.8634434237176134,0.8976627334175515,0.8802043590947316,0.8983577766151832,0.9298335784562932,0.8354480614749877,0.9033026211641152,0.8944514175282126,0.9027058717068122,0.8456542167227549,0.9207737423054198,0.8073590524346546,0.8941958061101657,0.8986651695324883,0.8877136716598114,0.8685725794806443,0.8927846692309965,0.9069149568656453,0.9100047816279315,0.8961802631294131,0.9041699513545106,0.9095380762219205,0.9026224709362616,0.9102536136150262,0.8889953750532527,0.9248326312503624,0.8857651132743581,0.8468826050798959,0.9053119590961323,0.9171120282812666
Love on the Brain,0.9375851817969392,0.9543569148352337,0.8529071994497209,0.8800569014193966,0.9514069969703995,0.9208682157505701,0.8288140346207749,0.9622976103074782,0.967115256221014,0.884073876464304,0.8718452552808663,0.9617311865137133,0.937479633716091,0.8966114315768796,0.954464020749836,0.7620504423060227,0.7966776637583349,0.9354937892166092,0.9173781428319874,0.9060824760866946,0.9035462993988227,0.9330053171710986,0.8363674513484471,0.8730699535580196,0.9097146124709062,0.9344824717205691,0.9304236525789022,0.9296235267448185,1.0,0.9725857868115209,0.8792212347080436,0.9682733992716035,0.838986400439254,0.9262373921905417,0.9310940248680613,0.9333092429452569,0.9530530384199741,0.905807511648581,0.9295955005462953,0.9615299613656685,0.9383847878054525,0.8883598026640763,0.9662816090292812,0.8018113849883085,0.9403094363284566,0.9490962631733256,0.9075656604032452,0.9457439752644372,0.9139524673506688,0.9148662678670645,0.9201783737952,0.8668891628110198,0.9737654463219044,0.9318002918366124,0.9614556774831137,0.9692727445676456,0.8858195138549109,0.9534222109838314,0.9051957785260156,0.8630053497615674,0.9358105001351623,0.9136210069222374
Love Yourself,0.9299939678697702,0.9668900681343241,0.8333206025331799,0.9051997666959214,0.9484445208605881,0.9234181279827868,0.8340353187313229,0.9601478796203341,0.9679518904528674,0.8422463301912653,0.8380756802394099,0.956285833155584,0.9272491756920986,0.8958332015386606,0.9668990068428472,0.7325085794235368,0.7599137236662135,0.9283033547644517,0.88684262068048,0.8556018366759157,0.8834179300272939,0.9186236725602307,0.784958116438489,0.8336275684118561,0.8821212721888295,0.9529642210519222,0.9164815651965261,0.9026118546115178,0.9725857868115209,1.0,0.8512690768252468,0.9631676942632634,0.8535989213011067,0.9099864663130168,0.9142605528793941,0.9192461832700648,0.9524095912146278,0.9013556937502012,0.9262322843369045,0.968908613546457,0.9182456865528501,0.8572461276503478,0.9585970473725365,0.7630643861475276,0.9326088535135907,0.9584256809349696,0.9004569881233769,0.929318726593099,0.9197243110659233,0.8868329044964904,0.8925199268440196,0.8017488768371941,0.9804823960452556,0.9307306468384174,0.9707033917242213,0.9666516970795455,0.8459800428783343,0.9422600914157712,0.8539680290503854,0.8327575878614074,0.891556344749602,0.8759228672493405
Macarena,0.8801877223319969,0.8512219733045371,0.8669053310778272,0.8103641098672641,0.8794678451667355,0.8763926499285433,0.8257081201174445,0.8843758042234727,0.8699679698830327,0.899794855073378,0.8497037136755481,0.8858766625660554,0.9088900911254416,0.8772533036676401,0.8534776809180173,0.8521648481953752,0.8666005025148219,0.8715834714426789,0.945392321256899,0.8905488487168821,0.9157604739939244,0.8720988238059043,0.8388979997220433,0.890970370662429,0.9120977770752213,0.8088000781713152,0.8802974637438311,0.8620186055822175,0.8792212347080436,0.8512690768252468,1.0,0.8896194925905533,0.7503428190790077,0.8906942532482636,0.8681117094934333,0.927796728914696,0.8481978524977397,0.8310057249487719,0.8481327033767921,0.836220433802266,0.9036029951352261,0.8852167279322145,0.8955977685130836,0.8528902987195757,0.9136071101043828,0.8879696543100999,0.8784170375755785,0.8531089778712595,0.8711154757663735,0.9138166553465665,0.9407208094259922,0.876449545984927,0.8562208881709636,0.8806461602114616,0.8443565542243933,0.889799188591871,0.919238620983164,0.8893412002006831,0.8918689692570082,0.8751361650833962,0.913819731570537,0.9153205185193407
Moves Like Jagger,0.9650279853112925,0.9693534386346181,0.8880616122372315,0.9169533112492787,0.9494168066875933,0.9448876524527109,0.8550279186471041,0.9702240212239079,0.9595427561373092,0.9083052009827248,0.8956969590575561,0.9649380712528333,0.9405516134897328,0.9275468568220138,0.976513159477633,0.7807112781461043,0.8302175666162512,0.9288977859331916,0.9360508012182958,0.907099501496153,0.9097142800284699,0.9511190857259653,0.8493850324491696,0.905744605456625,0.9270632361280017,0.9346273652363928,0.9193282467288065,0.9268195538166829,0.9682733992716035,0.9631676942632634,0.8896194925905533,1.0,0.8345513633041424,0.9462926838958596,0.9462820200466568,0.9379907299265431,0.9444998241834849,0.9318660452943154,0.9381322518081953,0.9537347135523478,0.9532642146006034,0.9183262327285578,0.9593094087165137,0.8065253118217566,0.9489147483621798,0.949782048361484,0.9125919887040284,0.952352765810105,0.9169063813539639,0.9171860439314587,0.9030966697586834,0.8318453950236034,0.960608464439877,0.9500460834162688,0.9486008076998599,0.9702158930603736,0.9022252187385171,0.9627168256934041,0.9075071503572892,0.8805590545611583,0.9374101600870242,0.9371215534886348
Mundian To Bach Ke,0.8547651578266404,0.8445933090914369,0.685660689865873,0.8831696838060481,0.849095890326181,0.8535267190921474,0.8777667485117707,0.846437725814762,0.853130215134744,0.6862940990333954,0.6810800282342916,0.8765566004234687,0.8286474289387548,0.8602897346303003,0.8405169672259886,0.630240483170461,0.6699174652434808,0.8941015085626248,0.768715826865874,0.7183513848103722,0.7541104998248256,0.8016589197314014,0.6537278211129854,0.6806557726215405,0.7854980562178199,0.8675167445464255,0.8010573907811074,0.8634434237176134,0.838986400439254,0.8535989213011067,0.7503428190790077,0.8345513633041424,1.0,0.770592471983813,0.7507876721454828,0.7690749495779078,0.8678696539374612,0.7719964994603185,0.8734751989736329,0.830270848372268,0.8126337336793954,0.7059565477863198,0.8596332207024046,0.5711078649296226,0.7458962073092293,0.8656281966377559,0.8465662378321397,0.7915802009283565,0.8454579072085492,0.8450114588178378,0.7905948800762308,0.7045200246424549,0.8459969246290224,0.8308433240489459,0.8719132889817643,0.8142314746565411,0.7321618681043207,0.8847282539481782,0.7136962753527348,0.6839964394400363,0.7573477984168422,0.7555475457829759
My Heart Will Go On,0.9443986231591226,0.9500186233496679,0.8753234425136645,0.8377284952051703,0.9102270343419422,0.8956034557638116,0.8511012768917225,0.9428464994525033,0.8969277590458175,0.9363400274229305,0.8845508611704357,0.9337315168953789,0.9301149261834911,0.904839443770409,0.9228677210909965,0.8218700657418133,0.8853745100155088,0.8894687048883719,0.9527409981833587,0.9140089505269592,0.9257317800728557,0.9260592269315315,0.8644545731622337,0.9329348117493725,0.9461763661932824,0.8889692281183268,0.9029557167291191,0.8976627334175515,0.9262373921905417,0.9099864663130168,0.8906942532482636,0.9462926838958596,0.770592471983813,1.0,0.9234079047711797,0.9467357514902665,0.9029545818495711,0.8788254645632705,0.8851324000185105,0.8963852273108477,0.9360048358273516,0.9241109771176844,0.8989739497012373,0.8711260667765531,0.9424797342782827,0.8840368321318969,0.9338940367997507,0.926226633297019,0.8652126254018894,0.8989238954942579,0.912575091536516,0.8577793701184714,0.913897827211562,0.9348723561935894,0.877661850344141,0.9490214445770638,0.9406171549320499,0.9350942527934266,0.9062164081309252,0.9436657873896898,0.9561790398949812,0.9500058312889395
My Sharona,0.9371663229578593,0.9279225276514141,0.9022294417754363,0.8626719419213238,0.9245551153904058,0.9030110675485931,0.8193423321807684,0.9271034850563571,0.9219420002062598,0.9211632498405055,0.9054977328742126,0.9192446422416577,0.9068602325114463,0.8873416970298512,0.9158217634940541,0.7660690392485591,0.8028010138357966,0.8717723735657811,0.9260027409993227,0.9181587004420644,0.9156128874039808,0.9277075456899109,0.8679283590400412,0.9300368802053598,0.9123656735119534,0.8773688105570416,0.8933292266748005,0.8802043590947316,0.9310940248680613,0.9142605528793941,0.8681117094934333,0.9462820200466568,0.7507876721454828,0.9234079047711797,1.0,0.9391315347334551,0.8994554297324266,0.8976453676307669,0.902912770983361,0.9215565839945594,0.9270265977158313,0.9321371053567725,0.9344163355925158,0.8201712983374817,0.9285491206708717,0.9086000681827665,0.8748362849986446,0.9225684990619151,0.8979976988104545,0.9006568505911966,0.8829859292568285,0.83197441605278,0.9273647544696625,0.919845546366187,0.9041936722071451,0.9366596538301644,0.888697342301626,0.9131411939125289,0.9028089302831085,0.8751171771583047,0.9340574208780397,0.9278402051926548
My Sweet Lord,0.9253188151904799,0.9236813967419358,0.875317973141107,0.8345055242893222,0.9282054372438188,0.9022777121255721,0.8396696033189351,0.9309253813837818,0.9250108049030352,0.9342729279888426,0.8679163399468367,0.9257947735963888,0.9510515718039552,0.8792199823185998,0.9111190528225773,0.8177883012207652,0.8319546442711506,0.8987313884147266,0.9578103646981195,0.9284243411688122,0.9592734743807716,0.9032544877016802,0.869734150415404,0.9131918135320533,0.9306765683959664,0.8739784814733577,0.9395888455226995,0.8983577766151832,0.9333092429452569,0.9192461832700648,0.927796728914696,0.9379907299265431,0.7690749495779078,0.9467357514902665,0.9391315347334551,1.0,0.9070180785007503,0.886154277382465,0.8882994388014314,0.9071713755537207,0.9413534314828056,0.9013552908317567,0.9342300253762953,0.8731005439806153,0.959488055696368,0.914999108856289,0.9243286697605714,0.9222070490237055,0.9013372878986824,0.9335868574863425,0.9539913200341831,0.8902632939277209,0.9343194881985541,0.9150919929100017,0.9076457254457592,0.9426236846235447,0.9242919592661448,0.9204439627575388,0.9184624176289614,0.9028653811943673,0.9439505820259415,0.9486440711709992
Needed Me,0.9227510517472074,0.9515022415382656,0.7921198271842288,0.8989705865098174,0.9476663634888132,0.9062331894624595,0.8566450175317555,0.9409877531615582,0.9594503403547794,0.8401938040702616,0.8103330050196548,0.9431285492414889,0.9209949220287073,0.8848195027372635,0.9510356382950715,0.7274502391291484,0.7471089126899392,0.94117421480251,0.8796321985986236,0.8630897967422307,0.8847488910471535,0.8872240572221283,0.7966698767894558,0.8214496563492729,0.8748300025668607,0.946893295663094,0.9253495518435169,0.9298335784562932,0.9530530384199741,0.9524095912146278,0.8481978524977397,0.9444998241834849,0.8678696539374612,0.9029545818495711,0.8994554297324266,0.9070180785007503,1.0,0.8790280532187241,0.9501612926420802,0.9390023735662835,0.9032343772598743,0.8368003436644933,0.9444795414036979,0.755769066238988,0.9111890064757684,0.9446585502937006,0.8871924193099694,0.9041732808270174,0.9227056499175567,0.9044440554049559,0.8907378641804595,0.823851331335472,0.9548745970052671,0.9361749955955397,0.9463565300613681,0.951361473770124,0.8614311884163236,0.9291161861849708,0.8572193173665807,0.8370557611852666,0.8880279410904284,0.882210246075275
Old Town Road,0.9039785022532029,0.9112217932009067,0.8647634768096006,0.8863422299979451,0.8683422092580109,0.9040528073149984,0.7733570329498453,0.9110751708542918,0.9022938576014351,0.8653022292039324,0.8690766170262451,0.9141001622939299,0.8892702166631619,0.8950121596700551,0.9207014945533717,0.6983213111914467,0.7664109182086539,0.8559486861077023,0.8797742062846311,0.8473197211078962,0.8822176898503631,0.8962413670575506,0.7746562734699889,0.8630472844613348,0.8640007219002719,0.8766631374057923,0.8578251306212425,0.8354480614749877,0.905807511648581,0.9013556937502012,0.8310057249487719,0.9318660452943154,0.7719964994603185,0.8788254645632705,0.8976453676307669,0.886154277382465,0.8790280532187241,1.0,0.9000654814210438,0.9150486974411328,0.8977386244681206,0.8784957422761608,0.9004092575784604,0.7142506655233619,0.9080663266339215,0.8944684746029234,0.849352385703626,0.9377861217774194,0.8547792914322179,0.8577095104906836,0.834491286969084,0.74448297902197,0.9080339701120714,0.8840559579010016,0.8844598412282413,0.9157400777343965,0.838045479988239,0.9087359457767433,0.8402428681605049,0.8240531435799443,0.87917767194254,0.8747927621369848
One Dance,0.9265544972447882,0.9288571079828958,0.8592172435997734,0.9150744377757452,0.9324059805978944,0.9158402091226969,0.8672232163481752,0.9314549379572019,0.928365113071649,0.8535122199401844,0.853776931685263,0.9538859533007564,0.8992351262740299,0.9240819997244843,0.9317781600958401,0.7098817102606395,0.7541490457371889,0.9193225543297628,0.8854243146994399,0.8793829309036758,0.8842157607729312,0.9042688404168018,0.8125576616145795,0.8598172261180773,0.8901926172342026,0.9214773026369457,0.8944016563686175,0.9033026211641152,0.9295955005462953,0.9262322843369045,0.8481327033767921,0.9381322518081953,0.8734751989736329,0.8851324000185105,0.902912770983361,0.8882994388014314,0.9501612926420802,0.9000654814210438,1.0,0.9305684142691314,0.9067196609557892,0.8803060768743745,0.9249865156900948,0.7273792186288436,0.9045810835652088,0.9389631479848488,0.8701693106991442,0.900526850859103,0.9409128566287241,0.9140595427398941,0.8683074234718161,0.80948957236579,0.922696962572532,0.9406946534005776,0.909733786132847,0.9312581878711375,0.8608071518481276,0.9244505666620195,0.8523385922061469,0.8260469458083645,0.8929799987500571,0.8951148584093216
Right Round,0.9266381216875706,0.9546136701892515,0.8561378469062259,0.8989324319270431,0.9316065933790466,0.9173729987880191,0.8248629450436832,0.942369858552706,0.9609004433387373,0.8595070854295689,0.8551054117898643,0.9531897754521946,0.9206069578324751,0.8982775024316246,0.9440246286079429,0.744008493418596,0.7751903762130293,0.8965632743501886,0.8852031004525822,0.8713189807106679,0.8831922235372514,0.9129489671104737,0.8086470804292731,0.8461298126242497,0.8945436538373128,0.9455488880728726,0.9196585693875585,0.8944514175282126,0.9615299613656685,0.968908613546457,0.836220433802266,0.9537347135523478,0.830270848372268,0.8963852273108477,0.9215565839945594,0.9071713755537207,0.9390023735662835,0.9150486974411328,0.9305684142691314,1.0,0.9097671952621812,0.8723502473532192,0.9482954142102069,0.758520307476151,0.9343334023883193,0.9327740357144161,0.8954106588262879,0.934887369482927,0.919357988629217,0.8766811735368638,0.8817559938393491,0.8059889948493624,0.960246719156359,0.9146695375030467,0.9478608617903168,0.9551697884134401,0.8485233883494369,0.9360913670408433,0.8503840380636226,0.8418389491167129,0.8916439039855599,0.8775001954417637
Rock Around the Clock,0.9524835957698056,0.9281526484329297,0.8981577089408429,0.8692222864055059,0.9103531470242409,0.9101633149129801,0.853124994519965,0.9298845275641135,0.9150715174870524,0.9246989526934983,0.9096023311834796,0.9474091739069064,0.9345644742575799,0.9215466038393546,0.9251971636834179,0.8074949109987064,0.8623667432619662,0.8935706208890501,0.942779469575278,0.9046498192527378,0.9274372599823216,0.9464137714709528,0.8526352908562328,0.9196072085523276,0.9387977082796554,0.8882689979913585,0.9095304864820465,0.9027058717068122,0.9383847878054525,0.9182456865528501,0.9036029951352261,0.9532642146006034,0.8126337336793954,0.9360048358273516,0.9270265977158313,0.9413534314828056,0.9032343772598743,0.8977386244681206,0.9067196609557892,0.9097671952621812,1.0,0.9332377111148555,0.9352060977469101,0.8186817378342872,0.9319512976310348,0.919755227964561,0.9330135666473578,0.9421661004054975,0.8793950287459615,0.9163289842068895,0.9207288568439941,0.8429718781456449,0.9311655255143041,0.921541006772511,0.9051610805225743,0.9444153629804729,0.9210609815642407,0.9451295549966792,0.9139841286078277,0.8977349002949692,0.9514357671210989,0.9455182827082339
